Cluster,Quote
2,et al 2010 voltage magnitude matlab pscadtonkoski et al 2012
2,i e compact fluorescent lamp cfl and light emitting diode led remund et al 2015
2,ela et al 2011a
2,matpower org https energyexemplar com solutions plexos 194
2,16https www mathworks com products simulink html 17 ppv ratingghttps sourceforge net projects electricdss ppv t 1 tcell
2,210 2020 181
2,pv inverters yang and blaabjerg variability data from one study period to hourly load data from another2015 arulkumar et al 2016 ankit et al 2018 standards to modelperiod with re generation mills et al 2013
2,doi 10 1 1 114 2752 rep guillaud x faruque m o teninge a hariri a h vanfretti l paolone m rep1 type pdf dinavahi v
2,c ibanez e bird l zuboy
2,j environ 8 5 1 34 national renewable energy laboratory 2014 methods for analyzing the benefits heslop s macgill
2,114733 https doi org 10 1016 iea pvps 2019 2019 snapshot of global photovoltaic markets tech rep t1 35
2,www energy gov eere articles confronting duck curve mukwekwe l venugopal c davidson
2,pp 53 594 605 https doi org 10 1016 j rser 2015 08 042 274 279 kavi m
2,d thompson d
2,the 2017 iso new england system operational analysis and renewablekumar d s 2017 impact analysis of distributed generators on the protection and energy integration study soares energy reports 5 747 792 https doi org 10 stability of power systems
2,ph d thesis national university of singapore 1016 j egyr 2019 06 005
2,10 1016 j rser kumar d
2,d strasser t lauss g jalili marandi v forsyth p dufour c solutions for higher penetration levels renew energy 109 487 499 https doi dinavahi v monti a kotsampopoulos p martinez j a strunz k saeedifard org 10 1016 j renene 2017 03 066 m
2,wang xiaoyu shearer
2,paolone m 2015
2,real time simulation
2,technologieslai c s jia y lai l l xu z mcculloch m
2,6280 6290 https doi 199 o gandhi et al solar energy 210 2020 181 201org 10 1016 j enpol 2011 07 027 shayani r a de oliveira m a g 2010 photovoltaic generation penetration limits inpeng f z li
2,sunderland
2,j rser 2015 11 services tech rep the university of manchester http www ee washington edu 016
2,research real library reports survey_of_reserve_services pdf tonkoski r lopes l a el
2,fouly t h m 2012 impact of high pv penetration onrichardson p flynn
2,factringkjøb h k haugan p m solbrekke
2,i m 2018 a review of modelling tools for sheet solar energy technologies program setp url http
2,www1 eere energy energy and electricity systems with large shares of variable renewables renew gov solar pdfs 50169 pdf sustain energy rev 96 august 440 459 https doi org 10 1016
2,j rser 2018 08 vahan g booth s 2013 review of prepa technical requirements for interconnecting002 wind and solar generation tech rep november nrel url https www nrel gov rodríguez gallegos c d bieri m gandhi
2,gandhi o yang d alvarez alvarado m s
2,singh j p yacob ali j m
2,o nalluri s kumar a integration in low voltage distribution systems and the corresponding solution appl shanmugam v aguilar m l bieri m reindl t panda s k 2018d
2,california iso flexible ramping product uncertainty calculationfuture electri j 29 10 49 61 and implementation issues tech rep caiso url http www caiso com santos
2,i n ćuk v almeida p m bollen
2,j rser 2013 08 087 quality journal malaga
2,pp 563 568 wu j botterud a mills a zhou z hodge b m heaney m 2015
2,j rser 2015 12 051 xiao w edwin
2,110 yang d kleissl j gueymard c a pedro
2,yang d liu l 2020 solar project financing bankability and resource assessment in zhu t luo w bu c
2,r d murillo
2,avrupa bilim ve teknoloji dergisi european journal of science and technologysayı 27 s 670 675 kasım 2021
2,𝑁𝑉 𝑘 𝑣 𝑛 𝑒 𝑘 0 1
2,4𝛾𝑋 𝐴𝑐𝑜𝑠 𝑤 𝑡 𝑛 𝑡 2 0be
2,a single tone sinusoidal signal here a is the amplitude of thesignal w is the frequency of the signal 𝑛 𝑡 𝒩 0
2,22 00 00 44 00 00 66 00 00 88 00 e e 1 00 11 22 00 11 44 00 11 66 00 11 88 00 22tt
2,𝑅𝑒 6 𝛿 𝛼 1 𝛼 2𝑋 𝑋 𝑋 1 1 1 𝑘 𝑘 1 𝑘 1𝛿 𝛼 1 𝛼 2 2 2candan s estimator calculates two bias correction factors upon21 6 𝛼 1 2 314 2𝛾 log 3𝛼 6𝛼 1 log the quadratic estimate 4 1 1 14 24 2𝛼 1 2
2,31tan𝜋 𝑁𝛿 𝛿 𝐶 7 𝜋 𝑁21 6 𝛼 1 2 324 2𝛾 log 3𝛼 6𝛼 1 log2 2 24 24 2 1𝛼 1 2 3 tan 𝛿 𝜋 𝑁 2
2,𝐶𝛿 𝐶𝜋 𝑁 8 𝛿 𝛿1 22 4 assessment criteria and the method𝛿 𝛾 𝛾2 12in order to choose the optimum frequency estimator in the caseof system frequency deviations and different noise conditions we evaluate the aforementioned estimators based on their2 3 3
2,macleod s estimatoraccuracy estimator s bias and variance and computation time the estimator calculates an offset value by forming a three the bias and variance of any estimator are given ascoefficient vector with phase verification and utilizes it in theverification term 𝐵𝑖𝑎𝑠 𝜔
2,0474candan 0 0014 0 0061i 1 kquin2 0
2,0118macleod 0 0049 0
2,0086measure the bias and the with the signal fundamental component and an interharmonicvariance which is an integer multiple of the frequency resolution andanother interharmonic which is a rational multiple of thefrequency resolution 𝑣 𝑡 sin
2,𝑡 0 35sin 2𝜋3𝑓 𝑡 11 0 0correct spectra0 2sin 2𝜋5𝑓 𝑡 0 15sin 2𝜋65𝑡 0
2,1sin 2𝜋83𝑡
2,db 10 db 20 dbestimation bias variance bias variance bias variancethe performance of the corresponding estimators in 0 db snrmethodnoise condition maximum noise is shown in fig 5 it is notablecandan 0 0016 0
2,1597 0 0015 0
2,0503 0 0014 0 0160macleod 0 0048 0
2,1571 0 0048 0 0500 0
2,0167 that still macleod estimator estimates the frequency moreaccurately below 50 hz table 3 average computation times of the estimation methods in0 025 one dft periodcandanestimation method average computation time inmacleod0 02one dft period μs candan 72 009ycn 0
2,005the frequency of f 50 5 hz where the variance is maximum worst case are given in fig 6 as it can be seen the ghost 0 0149
2,yeroğlu c 2018 154
2,i letim hatlarındakiakım transformatörlerinde simülasyon modeli ileconcluded that macleod estimator can be regarded as the mostharmonik bozulmaya dayalı doygunluk algılama yöntemisuitable estimator for real time monitoring avrupa bilim ve teknoloji dergisi 14 353 363 16 fidan p akdemir h
2,gutierrez j borrás m d
2,no 1 january 2022 doi 10 21608 jesaun 2021 86413 1064 part b electrical engineeringinstantaneous frequency estimation algorithmfor power systemsreceived 15 july 2021 revised 18 october 2021 accepted 22 october 2021a
2,f aziz1 abstractthis paper deals with the problem of the instantaneous frequencyh selim 2
2,i 10 21608 jesaun 2021 86413
2,x xi xid 1 2th l uif the i parameter of the given problem has its lower and upper bound as x and x respectively i iththen we may initialize the i component of population members as l lx x rand 0
2,1sec 12 the parameter ε represents the noise that can be produced by a random function on matlab thesignal to noise ratio is snr 20 log 1 0
2,i 10 21608 jesaun 2021 86413 1064 part b electrical engineeringzc tracking frequency51output50 5
2,input5049 5zh49ycneu48
2,5qerf4847 54746 50 5 10 15 20 25frame a b de t0 rackf ir na gm fe
2,dd aa m1m1 p2p5 lit uu dd ee55444445544 10987651098oi1unp uppu tpuut ut2 tn8tzhycneuqerfzh05 5 5 4 245 6 142 10 6oi 2 0fra m a b q0 cy litthr6 e0 e ldf8 t0 frequfr e1a n0m c0e
2,y an1 d2 a0 mplit1 u4 d0 e1601251505955555444 6420864toin8 up0 tpu ut t2zhycneuqerf ycneuqerf02040 000 5fra m c
2,d e fig 5 simulation results for time varying frequency and amplitude test a gabor b zero crossing c three level dft d differential evaluation e rmse comparison of the 4 algorithms16 jes vol
2,50 no 1 pp 9 24 january 2022
2,i 10 21608 jesaun 2021 86413
2,1064 part b electrical engineeringgabot r harm od nefr i1 ctm nhe oa isrm e1 zc2 hfr aa rm me on2 i5 c3035444444444zh 99999999 8765432154444444 444444 9949999 9 554444 4258642oi6 up tpu utoin tup oi0 up tpu ut t4n n zh zhycneuqerf ycneuqerf009999999 2450 6 8fra 0 15 20 14200 1 1tpu 8ut
2,5euqerf 49 4549 449 3549 30 25 40 61 8h0 0fe 10 214200 1 1tpu 8ut0
2,5 10 15 20 25 30 35mfframe a b la t
2,dc15 de0 d 5m ce5 5 5 4 4 251505958t2 ou tpu
2,ut tinp5544 1098zhycneuqerf ycneuqerf0 50 00 10 20 30 4 0 60 70 80 9 1r
2,e fig 7 simulation results for signal containing dc exponential component a gabor b zero crossing c three level dft d differential evaluation e rmse comparison of the 4 algorithms18
2,i 10 21608 jesaun 2021 86413
2,200 50m c d
2,e fig 8 simulation results for signal containing white noise a gabor b zero crossing c
2,i 10 21608 jesaun 2021 86413
2,r yusoff a utilisation of improved gabortransform for harmonic signals detection and classification analysis international journal ofelectrical and computer engineering ijece vol 7 no 1 february 2017 pp 21 28 issn 2088 8708 doi 10 11591 ijece v7i1
2,i 10 21608 jesaun 2021 86413
2,وأ ةعباسلاو ةسماخلاو ةثلاثلا تايقفاوتلا ىلع ةراشلإا يوتحت امدنع اض يأو ةعسلاو ددرتلا نم لك رمتسملا رايتلا ةراشإ وأ ءاضيبلاrmse ـل ىوتسم ىندأ gabor ةيمزراوخ تمدق فورظلا نم ديدعلا لظ يف هنأ ةاكاحملا تارابتخا تفشكلقأ
2,وأ تارود 4 نم ار اطإ gabor ةيمزراوخ جاتحت ةيناثلا ةبترملا يف لقلأا ىلع
2,وأ تلااحلا عيمج يف ا بيرقت نكمي تاراطلإا لخادت للاخ نم نكميو ةقدب يظحللا ددرتلا ريدقتل ةيناث ةنيع 200
2,تارودلا ددع
2,وأ و تانيعلا ذخأ24
2,036 mean relative error 0
2,054mean absolute error 1 749 mean absolute error 2
2,616mean square error 4 114 mean square error 5 537 e s karapidakis applied soft computing 7 2007 105 114 111dt can be reformulated into a neural network calledentropy network following the next steps for theformation of 1 the input layer
2,ithe total number of weights is 76 11 53 12 for the first network and 60 8 33 9 for thesecond back propagation algorithm was used forlearning procedure while the networks were trainedwith constant learning rate of 0 1 momentum of 0 06and maximum error tolerance of 0 001 as in the case of the dts
2,j a pec as lopes m matos g kariniotakis e nogaret
2,it is observed that the estimated frequencyfollows the actual frequency with a delay of 10 ms fig 10 b shows the actual and estimated values for the rate of change ofthe frequency h sampling frequencyfig 9 estimation of the rate of change of frequency for ramp variations insnr
2,30db snr 40dbnoise a
2,14 b a large transient errorand superscript denotes matrix transposition whichsettlestoasteady statevalueof0
2,pp 52 59 jan 1999 reza iravani m 85 sm 00
2,however it should beconsidered that its implementation complexity is also superior 4 x 4 systems instead of 2 x 2 5 simulation and experimental results5
2,e hht 0 16 0 0 0 0 0025 0 0 0
2,16 0 0 0 0 0025 these values were found following the suggestion of simon 2001 and references therein note that the entries of hht k are much greater than the ones in
2,05 0 1 0 156261
2,zh ycneuqerf6059580 0 05 0 1 0
2,15time s fig 1 kf 1 case 1 input voltages 127 vrms 60 hz 90 and filter outputs v1 vq e f φ1v dotted v1 solid vq
2,dashed18090 v egatlov0 90 1800 0 05 0 1 0 156261ycneuqerf6059580 0 05 0 1 0
2,15time s fig 2 kf 1 case 1 input voltages 127 vrms 60 hz 0 and filter outputs v1 vq e f φ1www intechopen com kalman filter on power electronics and power systems applications 409v dotted v1 solid vq dashed18090 v egatlov zh 0 90 1800 0 05 0 1 0 15 0 26261ycneuqerf6059580 0 05 0 1 0 15 0
2,2time s fig 3 kf 1 case 2 input voltage 127 vrms 60 hz 0
2,15time s va dotted va1 solid18090egatlov v 0 90 1800 0 05 0 1 0
2,15time s 62180 zh 61120ycneuqerf qes zh 6060590 580 0 05 0 1 0 15 0 0 05 0 1 0
2,15time s time s fig 6 kf 3 case 1 sinusoidal and balanced input voltages 127 vrms 60 hz 0 phaseφa and kf outputs va1 seq and f 1va dotted vb solid vc dashed180 v 90egatlov v 0 90 1800 0 05 0 1 0
2,15va dotted va1 solid18090egatlov v 0 90 1800 0 05 0 1 0
2,6218061120 ycneuqerf60
2,qes60590 580 0 05 0 1 0 15 0 0 05 0 1 0
2,10 shows the performance of the kf in such condition comparing to fig 6 note that inthis case the kf convergence is faster than in the previous configuration va dotted vb solid vc dashed18090 v egatlov v 0 90 1800 0 05 0
2,15va dotted va1 solid180 v 90egatlov0 90 1800 0 05 0 1 0
2,15time s 62180 zh 61120 ycneuqerf qes 6060590 580 0 05 0 1 0 15 0 0 05 0 1 0
2,no 1 january 2008 pages 41 51 issn 0885 8977 clements m p hendry
2,d f 1998 forecasting economic time series cambridgeuniversity press isbn 0521632420 united kingdom colón
2,d pait f m 2004 geometry of adaptive control optimization and geodesics international journal of adaptive control and signal processing vol 18
2,no 1 january february 1997 pages 58 63 issn 0093 9994 kwan k h
2,so p l chu
2,no 4 july 2005 pages 877 844 issn0885 8993 mir m mccleer
2,deckmann s m marafão f p lima e
2,no 4 july 2004 pages 988 994 issn 0885 8993
2,deckmann s m sperandio g s marafão f p
2,colón d 2007 comparative analysis of synchronization algorithmos based on pll rdft andkalman filter proceedings of the ieee international symposium on industrialelectronics isie june 2007 vigo spain pádua m s
2,deckmann s m marafão f p
2,no 2 may 2006 pegas 869 876 issn 1558 0679 styvaktakis e bollen m h
2,so the accuracy of fundamental frequency should be improved by twogrades i e class 0 05
2,i e x f 0 05
2,hz choice of 0 05hz is based on the following considerations in thex xfirst estimation the interval between adjacent frequency points is 0 1 hz assume the actualfundamental frequency is between the frequency points 49 9 hz and
2,50 0 hz and theestimated frequency will be 49 95 hz the difference between the actual frequency and itsestimated value is less than 0 05
2,hz the modified frequency range is obviously narrowerthan the initial range and the interval between adjacent frequency points is decreased to0 01
2,hz 10 0 01
2,kmthere f v and θ or f v
2,and θ represent the frequency amplitude and initial phase1 1 1 k k kthangle of the fundamental component or the h harmonic component respectively f equalskkf and m is the highest harmonic order generate a modulating signal a t defined by 5 1 mthe frequency f is selected from these frequency points
2,1to 50 5 hz and f also belongs to this range
2,so the lowest frequency component ismδf
2,hz 1 hz 1 1 m 1using multi level dwt v t is decomposed into wavelet coefficients of individualafrequency bands the lowest frequency band is 0 w hz and w is denoted as theb bfrequency band width to separate out the frequency component δf w should be less than1 b50hz
2,when v t is only composed of a fundamental component and integer harmonics ahowever if inter harmonics exist in v t frequency component f f in the signal v t inter m amay be less than 25 hz here
2,that for those intervals although in the wholeinterval 0
2,hz 1 hz and the non monotonic intervals for signalsb t and c t are 0 04
2,it isobserved that the estimation error depends on the inter harmonic frequency and amplitude for example when the input signal is composed of a fundamental component and the inter harmonic component frequency 40 hz amplitude 0 05
2,the maximum rate of change of frequencyis 0
2,7 miroslav m b petar m d
2,coury d v oleskovicz m 2010 digital frequency relaying based on themodified least mean square method int j electr power energ syst 32 11 236 242 24 rawat t k parthasarathy h oleskovicz m 2008
2,50 hz steady statetable i shows the percentage of errors in frequency estimates at error of 0 0002
2,𝑛𝑖 𝑥𝑥 12 𝑖2where 𝜎 is the variance 𝐴 is the root mean square rms 𝜒 𝑥
2,the sensitivity to initial conditions should also be evaluated 2𝑛
2,𝑐 b simulations with 40db awgn input𝑃 𝑊 𝛾 𝑦 𝛾 𝑦 𝑇 13b 𝑦𝑦 𝑖 𝑖𝑖in this test scenario 40db
2,snr is associated with the signal𝑖 0uncertainty characterized by a standard deviation of 1 of the 𝑚 𝑐 where weights 𝑊 and 𝑊 are defined as follows signal amplitude the test signal is shown in fig 1 a and b 𝑖 𝑖 𝑚 𝑐 𝑚 𝛼2 14a
2,𝑊 𝑊 𝑊 1 𝛽 0 0
2,𝜆test results are shown in table i it can be observed thathighly accurate frequency estimation results can be achieved by using either single phase or three phase waveform measure ments table
2,60 no 10 pp 2583 2598
2,4 n 1a maximum in the amplitude spectrum e g discrete fourier jnωx ω
2,sfs ˆ jϕˆ w 2πk
2,2πf e 7 xnand x and x are the real and imaginary parts respectively re imof the measured signal s dft spectrum 3 cid 4 n
2,n 14 r im max
2,no 5 may2009table
2,hz ϕ π π f 50 ks sandx stable
2,2πnf t ϕ 15 ics are sufficient for this purpose since the influence of leakagex x nn mfrom harmonics above the ninth can be considered negligible n 2 1676 ieeetransactionsoninstrumentationandmeasurement vol 58
2,π f 50 ks sandx stable vi table viie a f p u e f u c astimation of the mplitude requency and hase sing stimation of the requency sing the onsidered lgorithmsp a s w h s
2,w i c a 1v
2,π f 50 ks s
2,r i average rocessing ime equired by ndividual lgorithmsfig 10 influenceoftheinitialfrequencyestimatef ontheabsoluteerrorinitoffrequencyestimationoftheproposedalgorithm
2,π snr 70 db n 5000 andf 50 ks s scorrespond to different parts of the algorithm the first partrepresents calculating the dft spectrum using the fast fouriertransform fft algorithm of the measured signal the nexttwo parts represent the calculation of the initial estimate usingthe two point ipdft
2,see 14 values in the region around the expected so the processed signal the graph is divided into four parts that lution for one particular signal f 49 8 hz and ϕ π 4 x 1678 ieeetransactionsoninstrumentationandmeasurement vol
2,1996 andstandardization andautomaticmeasurement systems
2,1hzfrequency step fig 9 dynamic responses of three algorithms for amplitude steps cid 0
2,20 no 3 pp 1812 1816 jul 2005 fig 19 diagram of the laboratory setup for protective relay testing 8 d barbosa r m
2,j gutierrez m d
2,no 3 pp 361 366 jul 2001 22 h darwish and m fikri practical considerations for recursive dftimplementationinnumericalrelays ieeetrans
2,no 1 pp 109 115 jan 1998 available at the time of publication
2,chaptera scalable fpga basedimplementation of the unscentedkalman filterjeremy soh and
2,þw w i 1 m 1 5 1
2,i j 1 pffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffiffi ð þ þj j 1
2,i k k kipffiffiffiffiffiawhere i refers to the ith column of the matrix product and
2,i kk 1¼i 0h
2,i kk 1k k¼i
2,i i kk 1 kk 1 ikk 1 kk 1¼i 0followed
2,d is2diagonal and the two versions are related
2,bypffiffiffiffi¼l l d 22 1 2the recombination process is necessary because of the subsequent matrixmultiply add between the augmented covariance square root and the sigmaweighting coefficient matrix see eq 8 the element wise calculation for l and2d is given by cid 2 j 1¼ cid 2 f a l f for i
2,be the ith column of and then the covariance calculation reduces toi in cid 2 ¼
2,χ χ tp w 27 ik i i¼i 1 χ cid 4 this sigma point residual matrix is of size m n where m is thestate state¼ þnumber of state variables and n m 2 is the number of sigma points theelement wise calculation is thenn cid 2 ¼ χ χp w 28 1ij ik jk¼k
2,ω þ β þ ηz 32 g t g_β ¼ η 33 d_ω β βwhere is the true angular velocity is the gyroscopic bias is the gyroscopictη ηbias drift and are noise terms that are assumed to be zero mean gaussians g dsimilarly we model the accelerometer and magnetometer as¼ þ ηz a 34 a t
2,cid 4 0 6 1 q a mthe state vector length is 7 the number of observation variables is 6 and theaugmented state vector length is 20 the quaternion noise term was modelled withη ¼ cid 2 6covariance 10 the simulated sensor set was homogeneous
2,c2 2 3 2 3¼ ½ cid 3 it is assumed that the magnetometer is aligned with the x axis b 1 0 0
2,2petotal 660 363 272table 1 μoverall latency for the single nanosatellite all values in s initial noisy estimate the bottom figure shows the first second of the simulation highlighting the ability of the filter to maintain its accuracy
2,5pe 10peff 7668 2 14 286 3 27 311 6 48 714 11 lut 5764 3 15 158 7 29 500 13 53 427 24 bram 16 5 3 36 5 7 62 11 109 5 20 dsp48 35 4 62 7 104 12 182 20 table 2 resource utilisation total on the xc7z045 18 a scalable fpga based implementation of the unscented kalman filterdoi http dx doi org 10 5772
2,intechopen 80681resource 1pe
2,2pe 5pe 10peclocks 38 74 136 234signals 24 83 144 261logic 23 76 126 219bram 51 82 112 209dsp 4 6 21 52total 140 336 549 975table 3 power consumption of the codesign all values in mw sw
2,u 0 e0 2the ratio in eqn 7 is also independent of the orthogo s 1 1 c onal filter gains the delays m
2,and k can be chosen arbi gtrarily yielding different frequency dependent functions 0 20a very simple result is obtained for m 2k 0 4 0 6 _ ___ ___ _ __ ___ 0
2,8 5further combining eqns 5 and 8 we get 1 0 arc 0 20 40 60 80 100ys n yc n 2k yc n ys n f hzcos kwt 0 5 yc n ys n k fig 1 frequency estimation algorithm sensitivity depending on values ofy
2,it was observed during the algorithm perform t msance tests that 2nd harmonic noise is the most difficultfig 5 magn eed version of fig 4 for time mnge 40 12oms to reject since this is the noise having a frequency
2,4minal phase a voltage fig 9 transients in generatorq rotor s speed accompanying this sudden load varia tion together with estimated frequency are shown inuyllllrllllfigs 10 and 11 the estimates were obtained using the5 0
2,2algorithm with no output filter and
2,with 20ms and30ms output filters respectively curves i iii in figs 10 and 11 the generator rotor s speed exhibits fre quency oscillations resulting from power swing betweenthe two generators
2,system is connected to the infinite bus deliveringemtplatp reference manual leuven center belgium 1987582 iee proc gener transm distrib vol 145 no 5 september 1998
2,δf t e 1 a 0 ninal frequency condition section 3 presents the stability analysis of theφ 2 α 1 2π δf t π δf t e 2 a 1
2,f f f δfφ 2 φ 1 e 2 e 1 f 1
2,2πδft α a m 0nu
2,2πk 3 the error of phase angle φ α mainly depends on the frequency ci n n k 22 1 0deviation δf the initial angle α has very limited impact to the error of0sin πkδft 2u k n mphase angle φ α as shown in fig 4 m k 1 0π
2,k 2 3n n 0 1 2 3 24 v k 0 1
2,v k cos kπδft α 1 n 0 k 1 kπδft n jsin kπδft α n 0 k 4 3n n 0 1 2 3 26 from 24 the 2nd 5th the2 3n harmonic components areattenuated by sin kπδft n k 1 kπδft nfor the 2nd harmonic which is near the fundamental component inδthe frequency spectrum when f 5 hz
2,f 50 hz the restraint isnabout 16 in section 3 3 a two cycle hanning window is applied toreplace the one cycle rectangular window thus it will further reducefig 4 angle error φ α vs frequency deviation and initial angle 1 0
2,the harmonic interference 4 j xing and l muelectrical power and energy systems 123 2020 106199 from 25 the 3rd 6th the3 3n harmonic components are completely removed from 26 the 4th 7th the4
2,2πf t 2πδft α ns nsn u t u
2,2πf t 2πδft α 2π 3 c ps psn u
2,d2t is calculated δang t
2,2δang t t n δang t t d2f t 20hz
2,sd2f t n 2 d2t t 36 d2t
2,2π t 2 3 32 nnβ thiscriterioncandetectananglejumpassmallas0 72degrees theassume the phase angle suddenly jumps degrees at the instantmaximum detection time is half a power cycle the larger the anglet 0
2,it shall conform to nβ rocof β rocof3 290t t 90tn n nthe calculated second order derivative frequency d2f
2,2πkδft 2πk 3 π m n k 2 3 4 5 37 fiiec60255 181 speci es the minimum requirements for functionaland performance evaluation of frequency protection 27
2,2πδft α a m 0n
2,f f δf q n n n 1
2,the rated frequency f is the frequency deviation is the initial angle of phase am n kof the k harmonic component performing the fourier transform of a7 and calculating the constructed quadrature voltage v k according to a4 the results are presented inxthe following equations 4v k kπδft x 2 f δf
2,j 2 f δf 2f sin imag k n n2 k 2 4n n 0 1 2 3 a9 11 j xing and l muelectrical power and energy systems 123 2020 106199fig a2 estimated frequencies at 45 hz based on spsv and cqv with harmonic interferences 4v k kπδft x 2 f δf
2,n 2f real k n nm k 2 kπδftn j 2 f δf 2f
2,functionalrequirementsforfault analysis in transmission lines using synchrophasor measurements protection frequency protection iec 60255 181 2019 13
3,j6 12 16 3 0 987 v x1 1 35 17 j376 99 9 29 60 26 v vc
3,p t 0 6 26 h
3,8gen 1373025 26 28 29272383 181gen 91716 24gen 1015gen 639354 14 2112522196 cid 2 cid 2 913711 2310203631
3,0272 0 1 000 0 transf 40 25 26 0 0032 0 0323 0
3,0232 0 1 025 0 transf 42 26 27 0 0014 0 0147 0
3,2396 line43 26 28 0 0043 0
3,0474 0 7802 line44 26 29 0 0057 0 0625 1 0290 line45 28 29 0 0014 0 0151 0
3,7794 25 26 0 7089 0 1784 0 0015 0
3,6405 26 27 2 6275 0 6933 0 0096 0
3,1603 26 28 1 4083 0
3,7741 26 29 1 9017 0
3,2620 0 0191 0 9257 28 29 3 4762 0 2734 0
3,1 6 no 6 pp 4156 4165 2018 26 m
3,pv was found to increase the cps2 violations by 26 andfig 9 classification and brief explanation of different types of reserves basedon information from ela et al 2013 muzhikyan
4,8500 0 1086 0 0 4 230 1 0258 0 0387 0 0 0 0 5 230 0 9956 0
4,0696 0 0 1 25 0 50 6 230 1 0127 0
4,90 0 307 230 1 0258 0
4,0649 0 0 0 08 230 1 0159 0 0127 0 0 1 00 0 359 230 1 0324 0
4,1474 0 0 0 0 2 230 1 0472 0
4,1006 0 0 0 0 3 230 1 0286 0
4,1505 0 0 3 2200 0 0240 4 230 1 0018 0
4,1682 0 0 5 000 1 8400 5 230 1 0026 0
4,1507 0 0 0 0 6 230 1 0051 0
4,1391 0 0 0 0 7 230 0 9936 0
4,1772 0 0 2 3380 0 8400 8 230 0 9921 0
4,1858 0 0 5 2200 1 7600 9 230 1 0175 0
4,1802 0 0 0 0 10 230 1 0155 0
4,0950 0 0 0 0 11 230 1 0107 0
4,12 230 0 9983 0 1093 0 0 0 0750 0 8800 13 230 1 0126 0
4,14 230 1 0100 0
4,15 230 1 0143 0 1355 0 0 3 2000 1 5300 16 230 1 0310 0
4,3230 cid 2 17 230 1 0326 0 1279 0 0 0 0 cid 2 18 230 1 0297 0
4,1440 0 0 1 5800 0 3000 19 230 1 0496 0 0182 0 0 0 0 20 230 0 9910 0 0356 0 0 6 2800 1 0300 21 230 1 0312 0
4,0664 0 0 2 7400 1 150022 230 1 0495 0 0113 0 0 0 023 230 1 0445 0 0079 0 0 2 4750 0 8460 24 230 1 0366 0
4,1063 0 0 3 0860 0 9200 25 230 1 0565 0 0766 0 0 2 2400 0 4720 26 230 1 0513 0
4,0969 0 0 1 3900 0 1700 27 230 1 0369 0
4,7550 28 230 1 0497 0 0356 0 0 2 0600 0
4,276029 230 1 0497 0
5,i ithe instantaneous power is p t v t
5,b a stationary condition with a frequency different from the refer ence one is not uncommon in power systems the primary frequency regulationis not perfect tracking and after an event e g contingency or load variation the frequency of the system does not recover exactly to the reference ω
5,page1174 3 power oscillation damping 117p pwhere and are antiwindup limiter functions
5,page1194 3 power oscillation damping 119vmaxsω vˆ vt s t s 1 t s 1 s sgw 1
5,3 6 9 0 9837 0 0088 0 0 0 5556 0 2778table a 3 base case power flows and losses in transmission lines and trans formers of the three bus system line p q p qhk
5,a lima and a padilha feltrin z bustransmission network cost allocation ieee transactions on power sys tems 22 1 342 349 feb 2007 41 a j conejo
5,an on line topo logical equivalent of a power system ieee transactions on power ap paratus and systems pas 97 5 sep 1978 56 s eftekharnejad v vittal
5,ly 2wh4hvt 62 ercot concept paper future ancillary services in ercot 2013 63 a m ersdal l imsland and k uhlen model predictive load frequencycontrol ieee transactions on power systems 31 1 777 785 jan 2016 64 n etherden v vyatkin and m
5,and i kamwa dynamic state estimation in power sys tem by applying the extended kalman filter with unknown inputs tophasor measurements ieee transactions on power systems 26 4 2556 2566 nov 2011 75 e ghahremani
5,and i kamwa online state estimation of a synchronousgenerator using unscented kalman filter from phasor measurementsunits ieee transactions on energy conversion 26 4 1099 1108 cid 2 cid 2 dec 2011 76 e ghahremani
5,and i kamwa local and wide area pmu based de centralized dynamic state estimation in multi machine power systems ieee transactions on power systems 31 1 547 562 jan 2016 77 c k gharban
5,and b j cory non linear dynamic power system stateestimation ieee transactions on power systems 1 3 276 283 aug 1986 78 m j gibbard o pourbeik and
5,i a hiskens power system modeling for inverse problems ieee trans actions on circuits and systems i regular papers 51 3 539 551 mar 2004 87
5,stability vol
5,and g strbac contributions of individual gen erators to loads and flows ieee transactions on power systems 12 1 52 60 feb 1997 107 s k m kodsi
5,wasynczuk s sudhoff and s pekarek analysis of electricmachinery and drive systems 3rd ed ser ieee press series on powerengineering hoboken nj john wiley sons
5,f milano e bompard and x guillaud eds converter based dynamics and control of modern power systems london uk academic press 2020 143 a monticelli state estimation in electric power systems a general ized approach ser power electronics and power systems norwell ma springer 1999 144
5,g k morison b gao and p kundur voltage stability analysis usingstatic and dynamic approaches ieee transactions on power systems 8 3 1159 1171 aug 1993 145 p moutis a vassilakis a sampani and n hatziargyriou
5,page310310 bibliography 198 h stockman and g hok a note on frequency modulation terminology proceedings of the institute of radio engineers 32 3 p 181 mar 1944 199 b stott j jardim and o alsac dc power flow revisited ieee trans actions on power systems 24 3 1290 1300 aug 2009 200 m swierczynski d
5,x is a contraction and considering the mean10 antoniol montañoj c castillam jaimeg doloresbm carlosbj 2008 powersystemfrequencymeasurementundernonstation value theorem yields ary situations power deliv ieee trans 23 2 562 56711 dash pk pradhan ak panda g 1999 frequency estimation of cid 4 η g
